,date,time,comp,round,day,venue,result,gf,ga,opponent,xga,attendance,captain,formation,referee,match report,notes,tkl,tklw,tkldef3rd,tklmid3rd,tklatt3rd,dritkl,drichall,tkl%,challlost,blocks,shblk,passblk,int,tkl+int,clr,err,sca,scalivepass,scadeadpass,scadri,scash,scafls,scadefac,gca,gcalivepass,gcadeadpass,gcadri,gcash,gcafls,gcadefac,sota,saves,save%,cs,psxg,psxg+/-,pkattag,pkconc,pksvag,pkmissag,laucmp,lauatt,laucmp%,passatt,throwsatt,passlaunch%,passavglen,gkatt,gklaunch%,gkavglen,crossesfaced,crossesstp,crossesstp%,defactionoutbox,avgdistofdefaction,yell,red,fouls,foulsdrawn,off,crosses,pkwon,pkcon,recov,aerialwon,aeriallost,aerialwon%,totpasscmp,totpassatt,totpasscmp%,totpassdist,prgpassdist,spasscmp,spasatt,spascmp%,mpascmp,mpasatt,mpascmp%,lpascmp,lpasatt,lpascmp%,ast,xag,xa,keypasses,passintofinal1/3,passdintobox,crsintobox,prgpass,livepass,deadpass,passesfk,tb,switch,cross,ti,ck,ckin,ckout,ckstraight,offpasses,blockedpasses,poss,touches,defboxtouches,def3rdtouches,mid3rdtouches,att3rdtouches,attboxtouches,live,atttakeons,succtakeons,succ%takeons,tkldintakeons,tkld%intakeons,carries,totdistcarried,prgdistcarried,prgcarries,carriesinto1/3,carriesintobox,miscontrols,dispossessed,passesrec,prgpassesrec,sh,sot,sot%,g/sh,g/sot,avgdistofsh,fk,pk,pkattfor,xg,npxg,npxg/sh,g-xg,np:g-xg
10,2022-10-02,14:00,Premier League,Matchweek 9,Sun,Home,W,6.0,3.0,Manchester Utd,1.7,53475.0,İlkay Gündoğan,4-3-3,Michael Oliver,Match Report,,14.0,8.0,5.0,5.0,4.0,7.0,11.0,63.6,4.0,10.0,3.0,7.0,11.0,25.0,8.0,0.0,38.0,26.0,3.0,1.0,7.0,1.0,0.0,12.0,10.0,1.0,0.0,1.0,0.0,0.0,8.0,5.0,75.0,0.0,2.9,-0.1,1.0,1.0,0.0,0.0,9.0,16.0,56.3,62.0,3.0,22.6,27.1,8.0,25.0,32.9,4.0,0.0,0.0,3.0,17.1,0.0,0.0,3.0,9.0,1.0,10.0,0.0,1.0,50.0,10.0,6.0,62.5,506.0,576.0,87.8,9597.0,2816.0,190.0,210.0,90.5,245.0,261.0,93.9,60.0,76.0,78.9,6.0,2.3,2.4,16.0,25.0,13.0,2.0,49.0,539.0,36.0,8.0,2.0,6.0,10.0,11.0,5.0,2.0,2.0,0.0,1.0,7.0,53.0,663.0,79.0,246.0,276.0,145.0,45.0,663.0,14.0,11.0,78.6,1.0,7.1,444.0,2511.0,1553.0,27.0,9.0,10.0,10.0,13.0,503.0,49.0,22.0,9.0,40.9,0.27,0.67,14.2,1.0,0.0,0.0,3.2,3.2,0.15,2.8,2.8
11,2022-10-05,20:00,Champions Lg,Group stage,Wed,Home,W,5.0,0.0,dk FC Copenhagen,0.4,51765.0,İlkay Gündoğan,4-4-2,Donatas Rumšas,Match Report,,11.0,6.0,1.0,7.0,3.0,6.0,12.0,50.0,6.0,5.0,1.0,4.0,3.0,14.0,2.0,0.0,55.0,47.0,2.0,1.0,3.0,2.0,0.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,31.0,4.0,25.8,27.6,3.0,0.0,23.7,4.0,0.0,0.0,0.0,,0.0,0.0,7.0,6.0,0.0,19.0,1.0,0.0,43.0,12.0,6.0,66.7,818.0,889.0,92.0,13799.0,3464.0,397.0,414.0,95.9,336.0,362.0,92.8,69.0,83.0,83.1,3.0,2.1,2.1,22.0,80.0,19.0,3.0,74.0,859.0,30.0,4.0,1.0,3.0,19.0,15.0,7.0,1.0,0.0,1.0,0.0,6.0,75.0,985.0,33.0,121.0,512.0,358.0,54.0,984.0,19.0,9.0,47.4,8.0,42.1,670.0,3797.0,2119.0,40.0,27.0,13.0,6.0,8.0,811.0,72.0,29.0,15.0,51.7,0.1,0.2,19.2,1.0,1.0,1.0,4.3,3.5,0.13,-0.3,-0.5
12,2022-10-08,15:00,Premier League,Matchweek 10,Sat,Home,W,4.0,0.0,Southampton,0.2,53365.0,Kevin De Bruyne,4-2-3-1,Andy Madley,Match Report,,15.0,8.0,6.0,8.0,1.0,11.0,14.0,78.6,3.0,8.0,2.0,6.0,8.0,23.0,6.0,0.0,35.0,28.0,2.0,3.0,2.0,0.0,0.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,34.0,4.0,20.6,25.6,4.0,0.0,20.0,5.0,1.0,20.0,0.0,11.0,0.0,0.0,4.0,8.0,1.0,21.0,0.0,0.0,57.0,11.0,10.0,52.4,687.0,782.0,87.9,12213.0,3701.0,296.0,319.0,92.8,318.0,343.0,92.7,66.0,92.0,71.7,4.0,1.9,1.1,16.0,46.0,14.0,3.0,66.0,746.0,35.0,9.0,2.0,8.0,21.0,12.0,9.0,4.0,2.0,0.0,1.0,15.0,65.0,879.0,59.0,274.0,434.0,179.0,54.0,879.0,17.0,7.0,41.2,7.0,41.2,554.0,2873.0,1413.0,28.0,16.0,17.0,10.0,12.0,682.0,66.0,21.0,8.0,38.1,0.19,0.5,13.9,0.0,0.0,0.0,2.4,2.4,0.12,1.6,1.6
13,2022-10-11,18:45,Champions Lg,Group stage,Tue,Away,D,0.0,0.0,dk FC Copenhagen,0.3,35447.0,İlkay Gündoğan,4-2-3-1,Artur Dias,Match Report,,11.0,8.0,6.0,4.0,1.0,6.0,8.0,75.0,2.0,7.0,1.0,6.0,4.0,15.0,10.0,0.0,22.0,14.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,4.0,12.0,33.3,31.0,6.0,25.8,29.8,8.0,50.0,46.6,8.0,1.0,12.5,2.0,17.0,1.0,1.0,6.0,12.0,2.0,17.0,0.0,0.0,45.0,14.0,10.0,58.3,597.0,677.0,88.2,10006.0,2418.0,302.0,318.0,95.0,246.0,269.0,91.4,44.0,71.0,62.0,0.0,0.6,0.5,10.0,47.0,1.0,1.0,30.0,628.0,47.0,13.0,0.0,5.0,17.0,17.0,8.0,4.0,3.0,0.0,2.0,8.0,59.0,763.0,64.0,185.0,379.0,202.0,13.0,762.0,8.0,3.0,37.5,2.0,25.0,505.0,2622.0,1537.0,27.0,22.0,4.0,11.0,6.0,595.0,29.0,13.0,3.0,23.1,0.0,0.0,21.7,0.0,0.0,1.0,1.6,0.9,0.07,-1.6,-0.9
14,2022-10-16,16:30,Premier League,Matchweek 11,Sun,Away,L,0.0,1.0,Liverpool,2.1,53286.0,İlkay Gündoğan,3-4-3,Anthony Taylor,Match Report,,20.0,14.0,6.0,13.0,1.0,5.0,8.0,62.5,3.0,16.0,2.0,14.0,7.0,27.0,15.0,1.0,30.0,26.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.7,-0.3,0.0,0.0,0.0,0.0,1.0,2.0,50.0,32.0,4.0,6.3,24.3,8.0,0.0,16.6,11.0,0.0,0.0,1.0,19.0,1.0,0.0,7.0,8.0,0.0,26.0,0.0,0.0,62.0,15.0,10.0,60.0,646.0,751.0,86.0,11808.0,4176.0,247.0,282.0,87.6,324.0,357.0,90.8,60.0,86.0,69.8,0.0,0.9,1.2,12.0,53.0,17.0,4.0,76.0,701.0,50.0,13.0,0.0,4.0,26.0,19.0,6.0,4.0,0.0,0.0,0.0,10.0,63.0,877.0,84.0,246.0,451.0,189.0,35.0,877.0,18.0,8.0,44.4,8.0,44.4,478.0,2222.0,1211.0,31.0,11.0,8.0,15.0,15.0,643.0,75.0,16.0,6.0,37.5,0.0,0.0,18.4,0.0,0.0,0.0,1.0,1.0,0.06,-1.0,-1.0
15,2022-10-22,15:00,Premier League,Matchweek 13,Sat,Home,W,3.0,1.0,Brighton,0.5,53223.0,Kevin De Bruyne,4-3-3,Craig Pawson,Match Report,,14.0,9.0,6.0,6.0,2.0,7.0,14.0,50.0,7.0,12.0,3.0,9.0,8.0,22.0,12.0,1.0,20.0,12.0,3.0,1.0,2.0,2.0,0.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,50.0,0.0,0.3,-0.7,0.0,0.0,0.0,0.0,4.0,20.0,20.0,47.0,5.0,31.9,33.4,7.0,71.4,54.7,13.0,2.0,15.4,4.0,18.5,1.0,0.0,11.0,12.0,0.0,11.0,1.0,0.0,51.0,1.0,8.0,11.1,384.0,471.0,81.5,6597.0,2127.0,187.0,201.0,93.0,156.0,188.0,83.0,32.0,65.0,49.2,2.0,0.8,1.2,8.0,22.0,10.0,0.0,38.0,430.0,41.0,15.0,3.0,1.0,11.0,9.0,6.0,0.0,4.0,0.0,0.0,5.0,48.0,558.0,65.0,210.0,201.0,153.0,27.0,557.0,16.0,8.0,50.0,5.0,31.3,324.0,1772.0,854.0,13.0,13.0,3.0,8.0,11.0,372.0,38.0,9.0,3.0,33.3,0.22,0.67,15.0,0.0,1.0,1.0,1.6,0.8,0.09,1.4,1.2
16,2022-10-25,21:00,Champions Lg,Group stage,Tue,Away,D,0.0,0.0,de Dortmund,1.2,81000.0,İlkay Gündoğan,4-4-2,Davide Massa,Match Report,,19.0,12.0,11.0,5.0,3.0,8.0,12.0,66.7,4.0,7.0,2.0,5.0,13.0,32.0,4.0,0.0,14.0,10.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,2.0,50.0,18.0,5.0,11.1,24.3,5.0,0.0,22.4,1.0,0.0,0.0,1.0,27.0,4.0,0.0,10.0,5.0,3.0,16.0,1.0,0.0,52.0,8.0,7.0,53.3,860.0,943.0,91.2,13672.0,3676.0,460.0,485.0,94.8,339.0,358.0,94.7,52.0,64.0,81.3,0.0,0.4,0.7,7.0,84.0,11.0,1.0,77.0,907.0,33.0,7.0,1.0,3.0,16.0,17.0,3.0,2.0,1.0,0.0,3.0,16.0,73.0,1029.0,44.0,154.0,609.0,275.0,19.0,1028.0,13.0,6.0,46.2,4.0,30.8,688.0,3115.0,1588.0,12.0,28.0,1.0,11.0,8.0,855.0,77.0,7.0,2.0,28.6,0.0,0.0,19.8,0.0,0.0,1.0,1.2,0.4,0.06,-1.2,-0.4
17,2022-10-29,12:30,Premier League,Matchweek 14,Sat,Away,W,1.0,0.0,Leicester City,0.7,32223.0,İlkay Gündoğan,4-3-3,Robert Jones,Match Report,,7.0,4.0,3.0,1.0,3.0,3.0,6.0,50.0,3.0,6.0,1.0,5.0,6.0,13.0,6.0,1.0,28.0,24.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,100.0,1.0,0.4,0.4,0.0,0.0,0.0,0.0,1.0,5.0,20.0,23.0,7.0,17.4,25.4,6.0,16.7,26.3,8.0,0.0,0.0,1.0,25.5,0.0,0.0,10.0,5.0,2.0,29.0,0.0,0.0,45.0,13.0,11.0,54.2,649.0,742.0,87.5,10842.0,2413.0,320.0,337.0,95.0,263.0,287.0,91.6,53.0,79.0,67.1,0.0,0.9,1.3,13.0,69.0,16.0,4.0,64.0,706.0,34.0,4.0,1.0,7.0,29.0,13.0,10.0,5.0,1.0,1.0,2.0,19.0,64.0,818.0,47.0,115.0,372.0,335.0,24.0,818.0,11.0,3.0,27.3,6.0,54.5,456.0,2959.0,1818.0,25.0,30.0,5.0,11.0,6.0,647.0,63.0,15.0,5.0,33.3,0.07,0.2,20.8,1.0,0.0,0.0,1.0,1.0,0.07,0.0,0.0
18,2022-11-02,20:00,Champions Lg,Group stage,Wed,Home,W,3.0,1.0,es Sevilla,0.4,51610.0,İlkay Gündoğan,4-3-3,Orel Grinfeeld,Match Report,,9.0,5.0,2.0,6.0,1.0,4.0,6.0,66.7,2.0,8.0,0.0,8.0,4.0,13.0,1.0,1.0,38.0,27.0,4.0,1.0,2.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,50.0,0.0,0.7,-0.3,0.0,0.0,0.0,0.0,2.0,3.0,66.7,24.0,1.0,8.3,19.1,5.0,20.0,31.4,4.0,1.0,25.0,4.0,22.5,0.0,0.0,9.0,7.0,1.0,28.0,0.0,0.0,45.0,10.0,6.0,62.5,623.0,703.0,88.6,10772.0,2539.0,305.0,324.0,94.1,261.0,284.0,91.9,48.0,72.0,66.7,3.0,1.8,2.0,17.0,69.0,12.0,2.0,56.0,666.0,36.0,7.0,2.0,9.0,28.0,15.0,7.0,2.0,3.0,0.0,1.0,7.0,61.0,777.0,28.0,89.0,402.0,289.0,39.0,777.0,11.0,5.0,45.5,4.0,36.4,549.0,2743.0,1572.0,26.0,17.0,7.0,10.0,4.0,617.0,55.0,21.0,7.0,33.3,0.14,0.43,15.9,0.0,0.0,0.0,2.0,2.0,0.1,1.0,1.0
19,2022-11-05,15:00,Premier League,Matchweek 15,Sat,Home,W,2.0,1.0,Fulham,1.0,52395.0,İlkay Gündoğan,4-3-3,Darren England,Match Report,,16.0,2.0,4.0,9.0,3.0,12.0,12.0,100.0,0.0,6.0,1.0,5.0,5.0,21.0,4.0,0.0,32.0,25.0,2.0,0.0,2.0,3.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,100.0,0.0,1.3,0.3,1.0,1.0,0.0,0.0,3.0,7.0,42.9,38.0,2.0,15.8,23.7,2.0,50.0,45.0,6.0,0.0,0.0,0.0,,2.0,1.0,6.0,11.0,3.0,25.0,1.0,1.0,51.0,12.0,10.0,54.5,682.0,767.0,88.9,10813.0,2995.0,376.0,396.0,94.9,242.0,266.0,91.0,50.0,74.0,67.6,1.0,1.2,1.6,12.0,53.0,13.0,4.0,45.0,723.0,41.0,8.0,3.0,5.0,25.0,20.0,9.0,4.0,4.0,0.0,3.0,9.0,70.0,861.0,47.0,176.0,479.0,212.0,34.0,860.0,22.0,5.0,22.7,12.0,54.5,616.0,3578.0,1847.0,28.0,20.0,6.0,17.0,3.0,670.0,45.0,15.0,4.0,26.7,0.07,0.25,18.1,1.0,1.0,1.0,2.1,1.3,0.09,-0.1,-0.3
20,2022-11-09,20:00,EFL Cup,Third round,Wed,Home,W,2.0,0.0,Chelsea,,35674.0,İlkay Gündoğan,4-2-3-1,Simon Hooper,Match Report,,,5.0,,,,,,,,,,,8.0,0.0,,,,,,,,,,,,,,,,,5.0,5.0,100.0,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,13.0,9.0,3.0,17.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,17.0,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,18.0,9.0,50.0,0.11,0.22,,,0.0,0.0,,,,,
21,2022-11-12,12:30,Premier League,Matchweek 16,Sat,Home,L,1.0,2.0,Brentford,1.3,52786.0,İlkay Gündoğan,4-3-3,Peter Bankes,Match Report,,9.0,7.0,5.0,2.0,2.0,5.0,10.0,50.0,5.0,6.0,2.0,4.0,3.0,12.0,12.0,0.0,51.0,43.0,2.0,0.0,5.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,71.4,0.0,2.4,0.4,0.0,0.0,0.0,0.0,3.0,5.0,60.0,27.0,8.0,14.8,27.8,3.0,33.3,34.7,10.0,3.0,30.0,1.0,12.4,2.0,0.0,9.0,6.0,2.0,38.0,0.0,0.0,47.0,22.0,20.0,52.4,563.0,686.0,82.1,9380.0,2689.0,273.0,303.0,90.1,235.0,277.0,84.8,39.0,72.0,54.2,1.0,1.4,2.4,21.0,43.0,27.0,2.0,68.0,642.0,42.0,9.0,3.0,4.0,38.0,16.0,10.0,0.0,10.0,0.0,2.0,9.0,74.0,790.0,53.0,169.0,248.0,378.0,61.0,790.0,17.0,8.0,47.1,6.0,35.3,524.0,3170.0,2159.0,48.0,44.0,9.0,9.0,5.0,555.0,67.0,29.0,6.0,20.7,0.03,0.17,20.9,0.0,0.0,0.0,1.6,1.6,0.06,-0.6,-0.6
22,2022-12-22,20:00,EFL Cup,Fourth round,Thu,Home,W,3.0,2.0,Liverpool,,47149.0,İlkay Gündoğan,4-3-3,David Coote,Match Report,,,9.0,,,,,,,,,,,12.0,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,6.0,10.0,1.0,23.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,23.0,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,18.0,9.0,50.0,0.17,0.33,,,0.0,0.0,,,,,
23,2022-12-28,20:00,Premier League,Matchweek 17,Wed,Away,W,3.0,1.0,Leeds United,0.6,36889.0,İlkay Gündoğan,4-3-3,Stuart Attwell,Match Report,,13.0,7.0,4.0,5.0,4.0,6.0,12.0,50.0,6.0,15.0,4.0,11.0,5.0,18.0,10.0,0.0,47.0,33.0,5.0,1.0,4.0,3.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,-0.7,0.0,0.0,0.0,0.0,3.0,7.0,42.9,39.0,5.0,17.9,28.1,6.0,0.0,16.5,7.0,1.0,14.3,1.0,16.3,3.0,0.0,14.0,11.0,1.0,12.0,0.0,0.0,48.0,7.0,5.0,58.3,644.0,740.0,87.0,11169.0,3246.0,295.0,313.0,94.2,284.0,317.0,89.6,56.0,79.0,70.9,2.0,3.7,1.7,22.0,32.0,12.0,2.0,52.0,691.0,48.0,11.0,4.0,3.0,12.0,24.0,5.0,4.0,0.0,0.0,1.0,12.0,69.0,830.0,70.0,256.0,413.0,166.0,35.0,830.0,15.0,8.0,53.3,3.0,20.0,529.0,2738.0,1411.0,21.0,19.0,6.0,13.0,10.0,637.0,52.0,26.0,9.0,34.6,0.12,0.33,16.0,0.0,0.0,0.0,4.3,4.3,0.17,-1.3,-1.3
24,2022-12-31,15:00,Premier League,Matchweek 18,Sat,Home,D,1.0,1.0,Everton,0.1,53444.0,Kevin De Bruyne,4-3-3,Andy Madley,Match Report,,13.0,7.0,0.0,7.0,6.0,4.0,7.0,57.1,3.0,5.0,1.0,4.0,3.0,16.0,8.0,0.0,30.0,23.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,,18.0,4.0,0.0,20.4,0.0,,,8.0,0.0,0.0,2.0,21.0,3.0,0.0,13.0,14.0,3.0,32.0,0.0,0.0,43.0,9.0,7.0,56.3,635.0,728.0,87.2,10764.0,2963.0,336.0,360.0,93.3,239.0,270.0,88.5,55.0,74.0,74.3,1.0,1.8,1.8,16.0,52.0,16.0,3.0,71.0,673.0,52.0,16.0,3.0,6.0,32.0,27.0,7.0,3.0,2.0,1.0,3.0,15.0,74.0,793.0,20.0,97.0,417.0,282.0,41.0,793.0,11.0,4.0,36.4,6.0,54.5,532.0,2844.0,1487.0,33.0,21.0,8.0,11.0,7.0,628.0,71.0,16.0,3.0,18.8,0.06,0.33,15.4,0.0,0.0,0.0,1.7,1.7,0.11,-0.7,-0.7
25,2023-01-05,20:00,Premier League,Matchweek 19,Thu,Away,W,1.0,0.0,Chelsea,0.4,39998.0,İlkay Gündoğan,3-2-4-1,Paul Tierney,Match Report,,19.0,13.0,8.0,6.0,5.0,7.0,13.0,53.8,6.0,13.0,3.0,10.0,10.0,29.0,15.0,0.0,20.0,15.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0,0.6,0.6,0.0,0.0,0.0,0.0,5.0,12.0,41.7,22.0,6.0,36.4,34.1,6.0,66.7,50.3,13.0,0.0,0.0,0.0,,0.0,0.0,9.0,9.0,1.0,14.0,0.0,0.0,60.0,12.0,8.0,60.0,568.0,650.0,87.4,9843.0,3225.0,257.0,284.0,90.5,248.0,273.0,90.8,50.0,73.0,68.5,1.0,1.9,1.3,9.0,59.0,11.0,1.0,63.0,612.0,37.0,11.0,1.0,1.0,14.0,17.0,2.0,0.0,0.0,0.0,1.0,1.0,52.0,765.0,46.0,188.0,358.0,224.0,23.0,765.0,18.0,7.0,38.9,8.0,44.4,467.0,1839.0,1040.0,9.0,19.0,4.0,15.0,20.0,562.0,63.0,12.0,3.0,25.0,0.08,0.33,16.0,0.0,0.0,0.0,2.1,2.1,0.17,-1.1,-1.1
26,2023-01-08,16:30,FA Cup,Third round proper,Sun,Home,W,4.0,0.0,Chelsea,,51505.0,Kyle Walker,4-3-3,Robert Jones,Match Report,,,17.0,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,100.0,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,3.0,0.0,10.0,9.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,6.0,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,9.0,7.0,77.8,0.22,0.29,,,2.0,2.0,,,,,
27,2023-01-11,20:00,EFL Cup,Quarter-finals,Wed,Away,L,0.0,2.0,Southampton,,22996.0,İlkay Gündoğan,4-3-3,Peter Bankes,Match Report,,,12.0,,,,,,,,,,,9.0,0.0,,,,,,,,,,,,,,,,,4.0,2.0,50.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,5.0,10.0,1.0,18.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,18.0,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,
28,2023-01-14,12:30,Premier League,Matchweek 20,Sat,Away,L,1.0,2.0,Manchester Utd,1.7,75546.0,Kevin De Bruyne,4-3-3,Stuart Attwell,Match Report,,6.0,1.0,1.0,4.0,1.0,1.0,10.0,10.0,9.0,11.0,4.0,7.0,4.0,10.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,33.3,0.0,1.6,-0.4,0.0,0.0,0.0,0.0,4.0,7.0,57.1,48.0,6.0,12.5,24.7,4.0,25.0,30.5,4.0,2.0,50.0,2.0,16.3,0.0,0.0,5.0,15.0,2.0,20.0,0.0,0.0,43.0,10.0,9.0,52.6,678.0,778.0,87.1,11335.0,2983.0,321.0,357.0,89.9,308.0,340.0,90.6,40.0,60.0,66.7,1.0,0.5,1.7,4.0,34.0,10.0,2.0,42.0,733.0,43.0,21.0,0.0,5.0,20.0,13.0,2.0,1.0,0.0,0.0,2.0,8.0,70.0,850.0,70.0,244.0,418.0,194.0,26.0,850.0,18.0,6.0,33.3,6.0,33.3,563.0,3775.0,2133.0,38.0,24.0,3.0,8.0,9.0,666.0,41.0,5.0,1.0,20.0,0.2,1.0,19.2,0.0,0.0,0.0,0.6,0.6,0.13,0.4,0.4
29,2023-01-19,20:00,Premier League,Matchweek 7,Thu,Home,W,4.0,2.0,Tottenham,0.8,53088.0,İlkay Gündoğan,4-2-3-1,Simon Hooper,Match Report,,15.0,11.0,7.0,7.0,1.0,5.0,9.0,55.6,4.0,12.0,2.0,10.0,8.0,23.0,13.0,1.0,28.0,23.0,2.0,1.0,1.0,1.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,33.3,0.0,0.3,-1.7,0.0,0.0,0.0,0.0,5.0,12.0,41.7,31.0,4.0,32.3,32.5,4.0,50.0,26.8,8.0,1.0,12.5,0.0,13.3,1.0,0.0,10.0,13.0,0.0,20.0,0.0,0.0,47.0,11.0,11.0,50.0,540.0,629.0,85.9,8508.0,2433.0,290.0,314.0,92.4,190.0,209.0,90.9,42.0,72.0,58.3,2.0,1.5,2.0,11.0,37.0,9.0,1.0,43.0,578.0,51.0,14.0,4.0,0.0,20.0,22.0,8.0,4.0,4.0,0.0,0.0,11.0,58.0,724.0,61.0,179.0,350.0,201.0,36.0,724.0,15.0,4.0,26.7,8.0,53.3,455.0,2825.0,1286.0,24.0,19.0,11.0,10.0,8.0,530.0,43.0,16.0,6.0,37.5,0.25,0.67,16.3,1.0,0.0,0.0,2.3,2.3,0.15,1.7,1.7
30,2023-01-22,14:00,Premier League,Matchweek 21,Sun,Home,W,3.0,0.0,Wolves,0.8,53282.0,İlkay Gündoğan,3-2-4-1,David Coote,Match Report,,8.0,5.0,3.0,1.0,4.0,6.0,11.0,54.5,5.0,13.0,4.0,9.0,6.0,14.0,18.0,0.0,26.0,22.0,0.0,1.0,1.0,1.0,1.0,6.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,4.0,10.0,40.0,33.0,6.0,24.2,31.0,3.0,66.7,46.0,14.0,1.0,7.1,0.0,10.0,1.0,0.0,10.0,10.0,1.0,24.0,1.0,0.0,51.0,14.0,9.0,60.9,547.0,630.0,86.8,9288.0,2870.0,261.0,286.0,91.3,209.0,229.0,91.3,56.0,74.0,75.7,2.0,2.0,2.3,12.0,47.0,10.0,2.0,59.0,599.0,30.0,9.0,3.0,8.0,24.0,12.0,5.0,4.0,0.0,0.0,1.0,13.0,55.0,719.0,64.0,191.0,302.0,229.0,42.0,718.0,17.0,6.0,35.3,7.0,41.2,527.0,2799.0,1381.0,37.0,20.0,14.0,9.0,8.0,540.0,57.0,12.0,5.0,41.7,0.17,0.4,14.8,0.0,1.0,1.0,2.8,2.0,0.17,0.2,0.0
31,2023-01-27,20:00,FA Cup,Fourth round proper,Fri,Home,W,1.0,0.0,Arsenal,,51589.0,İlkay Gündoğan,3-2-4-1,Paul Tierney,Match Report,,,14.0,,,,,,,,,,,10.0,0.0,,,,,,,,,,,,,,,,,2.0,2.0,100.0,1.0,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,9.0,13.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,8.0,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,37.5,0.13,0.33,,,0.0,0.0,,,,,
